,run,orbSize,simTicks,hostSeconds,numPackets,avgReadLatency,avgWriteLatency,readBW,writeBW,numHits,numMisses,numRdHits,numWrHits,numRdMisses,numWrMisses,numColdMisses,numHotMisses,numWrBacks,totNumConf,totNumConfBufFull,timeInDramRead,timeInDramWrite,timeInWaitingToIssueNvmRead,timeInNvmRead,timeInNvmWrite,drRdQingTime,drWrQingTime,nvmRdQingTime,nvmWrQingTime,drRdDevTime,drWrDevTime,nvRdDevTime,nvWrDevTime,totNumPktsDrRd,totNumPktsDrWr,totNumPktsNvmRdWait,totNumPktsNvmRd,totNumPktsNvmWr,maxNumConf,maxDrRdEvQ,maxDrRdRespEvQ,maxDrWrEvQ,maxNvRdIssEvQ,maxNvRdEvQ,maxNvRdRespEvQ,maxNvWrEvQ,dram.avgRdBW,dram.avgWrBW,dram.peakBW,dram.busUtil,dram.busUtilRead,dram.busUtilWrite,nvm.avgRdBW,nvm.avgWrBW,nvm.peakBW,nvm.busUtil,nvm.busUtilRead,nvm.busUtilWrite,dram.avgBusLat,nvm.avgBusLat,totBW,ARL,AWL,totBusUtil%,avgDramRdQingTime,avgDramWrQingTime,avgNvmRdQingTime,avgNvmWrQingTime,missRatio,HitRatio
119,ddr4 12 L R67 Hit,512,1000000002278,1938.51,200100948,1340492.966062,14970.005167,8495008684.648370,4311441142.178537,199838291,262145,132560591,67277700,173921,88224,262145,0,0,0,0,263147437828380,3101982234942,37666463084,60928133570,0,259647281001868,1920575266202,94009156314,0,3500156826512,1181406968740,4585440340,0,200100436,67539845,249320,249320,0,0,439,14,272,13,64,14,0,12806.444579,4322.550070,19207.00,89.18,66.68,22.51,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,12.806449826826908,1340.492966062,14.970005167,89.27000000000001,1297.5847838825698,28.436181134291914,377.06223453393227,,0.13100637584185756,99.86873775330639
120,ddr4 12 L R67 Hit,1024,1000000002580,3824.25,206805683,3772870.400755,14807.511788,8779680297.348425,4455850932.503904,206542514,262145,137008588,69533926,173921,88224,262145,0,0,0,0,775033128919909,3204463974584,39792636752,65350742534,0,771415701824681,1983591100652,100557938946,0,3617427095228,1220872873932,4585440340,0,206804659,69796071,249644,249644,0,0,900,14,272,25,64,14,0,13235.515230,4466.948532,19207.00,92.17,68.91,23.26,16.78,0.00,19207.00,0.09,0.09,0.00,3332.00,3332.00,13.235531229852329,3772.870400755,14.807511788,92.26,3730.165971863724,28.41981034508375,402.80535060325906,,0.12675908911071848,99.87274576008629
121,ddr4 12 L R67 Miss,1,1000000220667,18.98,3358764,610385.516790,307156.844160,142707104.509251,72253680.055997,0,3358763,0,0,2229799,1128964,262144,3096620,1040638,1,0,141752744560,64836813196,781559939896,58754841159,18202839896,83001262164,6085330800,781563298659,0,58751482396,58751482396,58751482396,18202839896,3358763,3358763,1620254,1620254,1040638,1,1,1,1,1,1,1,1,214.960849,214.960785,19207.00,2.24,1.12,1.12,214.96,66.60,19207.00,1.47,1.12,0.35,3332.00,3332.00,0.214960784565248,610.38551679,307.15684416,3.71,24.71185438329528,1.8117773716097265,482.3708496686322,0.0,99.99997022714308,0.0
122,ddr4 12 L R67 Miss,2,1000000093854,28.77,4481987,682965.842258,232691.587513,190402030.130008,96444982.948253,0,4481985,0,0,2975033,1506952,262144,4219843,1418520,2,0,222849186967,121525968724,1652260959046,94309634845,32760656536,144450305347,43127087104,1668171712271,7947904696,78398881620,78398881620,78398881620,24812751840,4481985,4481985,3194108,3194108,1418520,1,2,2,2,1,2,2,1,286.847141,286.847013,19207.00,2.99,1.49,1.49,286.85,90.79,19207.00,1.97,1.49,0.47,3332.00,3332.00,0.286847013078261,682.9658422580001,232.691587513,4.96,32.2290916518016,9.622318482547353,522.2652810333902,5.60295568338832,99.99995537693438,0.0
123,ddr4 12 L R67 Miss,4,1000000145860,68.63,11069494,421849.188950,100121.937978,470180923.419410,238266269.246482,0,11069490,0,0,7346579,3722911,262144,10807350,3634439,5,0,693389033001,367541107979,2513497292563,243088297621,624457579719,499761513921,173913588899,2562958071104,560883972731,193627519080,193627519080,193627519080,63573606988,11069490,11069490,9199640,9199640,3634439,1,4,4,4,3,4,4,3,708.447513,708.447257,19207.00,7.38,3.69,3.69,708.45,232.60,19207.00,4.90,3.69,1.21,3332.00,3332.00,0.708447192665892,421.84918895,100.121937978,12.280000000000001,45.14765485320462,15.711075117191488,278.59330051001996,154.32477274511967,99.99996386465362,0.0
124,ddr4 12 L R67 Miss,8,1000000046786,125.17,20501118,393933.722019,58185.270118,870525271.271605,441545835.341837,0,20501113,0,0,13601959,6899154,262144,20238974,6810764,9,0,1608018622502,659160248756,4473581933134,596508784930,1571134670486,1249413153906,300554780160,4711485249468,1452000821582,358605468596,358605468596,358605468596,119133848904,20501113,20501113,18317943,18317943,6810762,1,8,8,8,7,8,8,7,1312.071491,1312.071171,19207.00,13.66,6.83,6.83,1312.07,435.89,19207.00,9.10,6.83,2.27,3332.00,3332.00,1.3120711066134418,393.93372201899996,58.185270118,22.759999999999998,60.94367432177951,14.660412835147048,257.2060219571597,213.192124696473,99.99997561108619,0.0
125,ddr4 12 L R67 Miss,16,1000000096261,226.62,35712002,430323.199611,37470.674109,1516194926.049560,769372405.939443,0,35711989,0,0,23690548,12021441,262144,35449858,11933324,17,0,4934481865309,1448883309244,6713724094319,2023593884144,4032731080585,4309807753721,824209197656,8112643866875,3823993482129,624674111588,624674111588,624674111588,208737598456,35711989,35711989,34034741,34034741,11933318,1,16,14,16,13,16,14,16,2285.567844,2285.567076,19207.00,23.80,11.90,11.90,2285.57,763.73,19207.00,15.88,11.90,3.98,3332.00,3332.00,2.2855673319890033,430.323199611,37.470674109,39.68,120.682377946549,23.079341720675373,238.36361401648392,320.44679293127024,99.99996359767229,0.0
126,ddr4 12 L R67 Miss,32,1000000004442,260.47,39298254,666618.432853,35089.654283,1668426104.588851,846661052.239132,0,39298226,0,0,26069156,13229070,262144,39036110,13141066,18,0,7068310581266,1758764543937,14321030492286,3036274685850,12790262736619,6380906012074,1071359974745,16669900608944,12560399455035,687404569192,687404569192,687404569192,229863281584,39298226,39298226,38013191,38013191,13141052,1,32,14,29,14,32,14,29,2515.088181,2515.086453,19207.00,26.19,13.09,13.09,2515.09,841.03,19207.00,17.47,13.09,4.38,3332.00,3332.00,2.515087156827983,666.6184328530001,35.089654283,43.66,162.3713500979408,27.26229867844416,438.52936758042756,955.8138461848413,99.9999287500152,0.0
127,ddr4 12 L R67 Miss,64,1000000048497,330.53,46727183,898785.515457,31238.578505,1983885471.787506,1006652303.180383,0,46727119,0,0,30998194,15728925,262144,46465039,15640948,22,0,10996503739401,2195241575519,21728008506670,7343246413939,24766023502050,10179152973853,1377890809971,28253904155061,24492432494426,817350765548,817350765548,817350765548,273591007624,46727119,46727119,46253397,46253397,15640922,1,50,14,45,14,59,14,48,2990.539439,2990.535471,19207.00,31.14,15.57,15.57,2990.54,1001.02,19207.00,20.78,15.57,5.21,3332.00,3332.00,2.9905377749678888,898.785515457,31.238578505,51.92,217.84251183671307,29.488032634132654,610.8503588409085,1565.9199946413646,99.99986303475646,0.0
128,ddr4 12 L R67 Miss,128,1000000079528,467.37,54997658,1341449.108791,28132.729680,2334909382.309327,1184937249.764310,0,54997530,0,0,36482928,18514602,262144,54735514,18426647,26,0,21858631129726,2571893775785,34272150562560,15545873252549,46906368706861,20896614334966,1609876981025,48856007020349,46584050689629,962016794760,962016794760,962016794760,322318017232,54997530,54997530,54803641,54803641,18426596,1,108,14,78,32,64,14,75,3519.848104,3519.841640,19207.00,36.65,18.33,18.33,3519.85,1179.30,19207.00,24.47,18.33,6.14,3332.00,3332.00,3.519846632073637,1341.449108791,28.13272968,61.12,379.9555059102836,29.271805134248755,891.4737438767801,2528.087699411709,99.9997672628169,0.0
129,ddr4 12 L R67 Miss,256,1000000007166,564.87,59964066,2304618.765219,26644.934980,2545674989.757693,1292019766.741386,0,59963810,0,0,39776085,20187725,262144,59701922,20099280,28,0,44612510157167,2741972156419,73117034587502,18266314893153,92043189271980,43563623192647,1693085191899,90334462516135,91691614240500,1048886964520,1048886964520,1048886964520,351575031480,59963810,59963810,59879510,59879510,20099190,1,209,14,142,109,64,14,128,3837.699620,3837.683812,19207.00,39.96,19.98,19.98,3837.69,1286.35,19207.00,26.68,19.98,6.70,3332.00,3332.00,3.837694756499079,2304.618765219,26.644934980000002,66.64,726.498586274738,28.23511701306171,1508.6039033408088,4561.955692766724,99.99957307764954,0.0
130,ddr4 12 L R67 Miss,512,1000000001964,860.95,60109690,4403486.308078,26605.267851,2551867002.988133,1295141181.456343,0,60109178,0,0,39872760,20236418,262144,59847546,20148595,28,0,61728854626424,2745544459318,181701280009345,19059722312990,120679132482065,60677424884848,1694114717742,199709572580759,120326695269905,1051429741576,1051429741576,1051429741576,352437212160,60109178,60109178,60095366,60095366,20148480,1,439,14,281,208,64,14,137,3847.017848,3846.987384,19207.00,40.06,20.03,20.03,3847.00,1289.50,19207.00,26.74,20.03,6.71,3332.00,3332.00,3.8470081844444763,4403.486308078001,26.605267851,66.8,1009.4535793659996,28.183960821124522,3323.210854240558,5971.998645550681,99.99914822385541,0.0
131,ddr4 12 L R67 Miss,1024,1000000061371,1368.44,60470707,12844375.100626,26537.921225,2567160546.450790,1302932720.037716,0,60469683,0,0,40111714,20357969,262144,60208563,20269760,28,0,59827378475861,2758402186074,696443318665713,18207962677772,120665029463014,58769642780825,1700666491038,713593545648449,120310473025086,1057735695036,1057735695036,1057735695036,354556437928,60469683,60469683,60457145,60457145,20269634,1,900,14,283,720,64,14,138,3870.123282,3870.059474,19207.00,40.30,20.15,20.15,3870.08,1297.26,19207.00,26.90,20.15,6.75,3332.00,3332.00,3.8700932664885057,12844.375100625999,26.537921224999998,67.19999999999999,971.8860735688825,28.124283222023838,11803.295469021055,5935.502980719139,99.99830661811181,0.0
